0.0,-0.26801,-0.52615,1.38821,0.02989,10.0
0.0,-0.04914,0.80124,1.42563,0.02583,10.0
0.0,0.12529,2.15191,1.45828,0.0222,10.0
0.0,0.26011,3.52352,1.4866,0.01897,10.0
0.0,0.35991,4.91384,1.51102,0.01613,10.0
0.0,0.42893,6.32078,1.53193,0.01362,10.0
0.0,0.4712,7.74234,1.5497,0.01141,10.0
0.0,0.49041,9.17667,1.56464,0.00947,10.0
0.0,0.49004,10.62199,1.57705,0.00775,10.0
0.0,0.47329,12.07667,1.58721,0.00624,10.0
0.0,0.44311,13.53915,1.59533,0.0049,10.0
0.0,0.40221,15.008,1.60164,0.00371,10.0
0.0,0.35309,16.48188,1.60633,0.00266,10.0
0.0,0.29801,17.95953,1.60956,0.00173,10.0
0.0,0.239,19.43981,1.61151,0.00091,10.0
0.0,0.17791,20.92167,1.61231,0.00018,10.0
0.0,0.11639,22.40414,1.61209,-0.00046,10.0
0.0,0.05586,23.88632,1.61098,-0.00102,10.0
0.0,-0.00238,25.36743,1.6091,-0.00151,10.0
0.0,-0.05727,26.84674,1.60656,-0.00192,10.0
0.0,-0.10787,28.3236,1.60345,-0.00228,10.0
0.0,-0.15342,29.79746,1.59987,-0.00257,10.0
0.0,-0.1933,31.26782,1.59591,-0.0028,10.0
0.0,-0.22705,32.73425,1.59166,-0.00298,10.0
0.0,-0.25433,34.19639,1.58721,-0.0031,10.0
0.0,-0.27493,35.65393,1.58263,-0.00317,10.0
0.0,-0.28875,37.10666,1.57799,-0.0032,10.0
0.0,-0.29583,38.55437,1.57338,-0.00317,10.0
0.0,-0.29627,39.99696,1.56885,-0.0031,10.0
0.0,-0.2903,41.43435,1.56447,-0.00299,10.0
0.0,-0.27823,42.86651,1.5603,-0.00283,10.0
0.0,-0.26042,44.29346,1.55639,-0.00264,10.0
0.0,-0.23734,45.71528,1.55279,-0.00241,10.0
0.0,-0.2095,47.13207,1.54956,-0.00215,10.0
0.0,-0.17746,48.54397,1.54673,-0.00186,10.0
0.0,-0.14184,49.95116,1.54433,-0.00154,10.0
0.0,-0.1033,51.35386,1.5424,-0.00121,10.0
0.0,-0.06251,52.7523,1.54096,-0.00085,10.0
0.0,-0.02019,54.14676,1.54003,-0.00048,10.0
0.0,0.02296,55.53751,1.53962,-0.0001,10.0
0.0,0.0662,56.92488,1.53974,0.00028,10.0
0.0,0.10882,58.30919,1.54039,0.00066,10.0
0.0,0.1501,59.69079,1.54155,0.00103,10.0
0.0,0.18936,61.07003,1.54322,0.00139,10.0
0.0,0.22591,62.44728,1.54538,0.00174,10.0
0.0,0.25913,63.82291,1.54799,0.00206,10.0
0.0,0.28843,65.1973,1.55103,0.00236,10.0
0.0,0.31328,66.57083,1.55445,0.00262,10.0
0.0,0.33318,67.94386,1.55821,0.00284,10.0
0.0,0.34772,69.31678,1.56224,0.00303,10.0
0.0,0.35657,70.68994,1.56649,0.00316,10.0
0.0,0.35947,72.06369,1.5709,0.00324,10.0
0.0,0.35625,73.43838,1.57539,0.00327,10.0
0.0,0.34684,74.81432,1.57987,0.00324,10.0
0.0,0.33128,76.19183,1.58428,0.00315,10.0
0.0,0.30973,77.57118,1.58852,0.003,10.0
0.0,0.28244,78.95264,1.59253,0.00279,10.0
0.0,0.24977,80.33644,1.59622,0.00254,10.0
0.0,0.21216,81.7228,1.59955,0.00225,10.0
0.0,0.17013,83.11192,1.60246,0.00193,10.0
0.0,0.12428,84.50397,1.6049,0.00158,10.0
0.0,0.07526,85.8991,1.60684,0.0012,10.0
0.0,0.02378,87.29745,1.60825,0.00081,10.0
0.0,-0.02941,88.69912,1.6091,0.0004,10.0
0.0,-0.08351,90.1042,1.60937,-1e-05,10.0
0.0,-0.13772,91.51275,1.60906,-0.00043,10.0
0.0,-0.19122,92.92483,1.60816,-0.00084,10.0
0.0,-0.24315,94.34045,1.60668,-0.00125,10.0
0.0,-0.2927,95.75961,1.60461,-0.00165,10.0
0.0,-0.33902,97.1823,1.60199,-0.00203,10.0
0.0,-0.38133,98.60847,1.59882,-0.0024,10.0
0.0,-0.41883,100.03806,1.59514,-0.00274,10.0
0.0,-0.4508,101.47098,1.59098,-0.00306,10.0
0.0,-0.47653,102.90714,1.58638,-0.00335,10.0
0.0,-0.4954,104.3464,1.58137,-0.0036,10.0
0.0,-0.50682,105.78862,1.57601,-0.00382,10.0
0.0,-0.5103,107.23363,1.57036,-0.004,10.0
0.0,-0.50542,108.68124,1.56446,-0.00413,10.0
0.0,-0.49185,110.13124,1.5584,-0.00422,10.0
0.0,-0.46938,111.58339,1.55223,-0.00426,10.0
0.0,-0.43787,113.03745,1.54604,-0.00425,10.0
0.0,-0.39734,114.49314,1.5399,-0.00417,10.0
0.0,-0.34791,115.95016,1.5339,-0.00404,10.0
0.0,-0.28985,117.4082,1.52814,-0.00385,10.0
0.0,-0.22357,118.86693,1.52271,-0.00358,10.0
0.0,-0.14965,120.32598,1.51771,-0.00325,10.0
0.0,-0.06879,121.78499,1.51326,-0.00283,10.0
0.0,0.01808,123.24354,1.50947,-0.00234,10.0
0.0,0.10989,124.70122,1.50646,-0.00176,10.0
0.0,0.20536,126.1576,1.50437,-0.00109,10.0
0.0,0.30303,127.6122,1.50333,-0.00032,10.0
0.0,0.4012,129.06456,1.50349,0.00056,10.0
0.0,0.49798,130.51416,1.50501,0.00155,10.0
0.0,0.59125,131.96049,1.50806,0.00268,10.0
0.0,0.67864,133.403,1.51282,0.00394,10.0
0.0,0.75754,134.84113,1.51949,0.00535,10.0
0.0,0.8251,136.2743,1.52827,0.00692,10.0
0.0,0.8782,137.7019,1.53938,0.00866,10.0
0.0,0.91348,139.1233,1.55303,0.01056,10.0
0.0,0.92739,140.5378,1.56938,0.01259,10.0
0.0,0.91622,141.94466,1.5886,0.01475,10.0
0.0,0.87617,143.34303,1.6108,0.01701,10.0
0.0,0.80336,144.73195,1.63609,0.01937,10.0
0.0,0.69392,146.11036,1.66453,0.02178,10.0
0.0,0.54399,147.47702,1.69616,0.02423,10.0
0.0,0.34981,148.83056,1.73097,0.02668,10.0
0.0,0.10774,150.16939,1.76892,0.0291,10.0
0.0,-0.18569,151.49173,1.80993,0.03144,10.0
0.0,-0.53375,152.79559,1.85388,0.03366,10.0
0.0,-0.93941,154.07872,1.90059,0.03573,10.0
0.0,-1.40536,155.33863,1.94989,0.03762,10.0
0.0,-1.93394,156.57252,2.00154,0.03929,10.0
0.0,-2.52705,157.7773,2.05531,0.04075,10.0
0.0,-3.18618,158.94958,2.11098,0.04199,10.0
0.0,-3.91232,160.08561,2.16832,0.04303,10.0
0.0,-4.70591,161.18129,2.22715,0.04391,10.0
0.0,-5.56681,162.23213,2.28734,0.04468,10.0
0.0,-6.49425,163.23328,2.34882,0.0454,10.0
0.0,-7.48678,164.17943,2.41159,0.04615,10.0
0.0,-8.54224,165.06486,2.47576,0.04702,10.0
0.0,-9.65767,165.88339,2.54154,0.04808,10.0
0.0,-10.82937,166.62847,2.60911,0.04923,10.0
0.0,-12.0529,167.29362,2.67842,0.05023,10.0
0.0,-13.3233,167.8731,2.749,0.05073,10.0
0.0,-14.63525,168.36257,2.81992,0.05037,10.0
0.0,-15.98318,168.75977,2.88976,0.04875,10.0
0.0,-17.36146,169.06519,2.95652,0.04553,10.0
0.0,-18.76456,169.28273,3.01787,0.04063,10.0
0.0,-20.18718,169.41984,3.07171,0.03454,10.0
0.0,-21.62431,169.48691,3.11658,0.02776,10.0
0.0,-23.07134,169.4965,-3.13153,0.0207,10.0
0.0,-24.52412,169.4625,-3.10656,0.01371,10.0
0.0,-25.97903,169.39937,-3.09152,0.00702,10.0
0.0,-27.43305,169.32129,-3.08585,0.00088,10.0
0.0,-28.88385,169.24137,-3.08856,-0.00445,10.0
0.0,-30.32987,169.17086,-3.0982,-0.00864,10.0
0.0,-31.77036,169.11836,-3.11276,-0.01126,10.0
0.0,-33.2055,169.08896,-3.12962,-0.01187,10.0
0.0,-34.6364,169.08365,3.13739,-0.01042,10.0
0.0,-36.06497,169.09933,3.12461,-0.00721,10.0
0.0,-37.49356,169.1295,3.11742,-0.00266,10.0
0.0,-38.92467,169.16502,3.11745,0.00281,10.0
0.0,-40.3606,169.19477,3.12573,0.00876,10.0
0.0,-41.80311,169.20644,-3.14046,0.01477,10.0
0.0,-43.25308,169.18723,-3.11484,0.02049,10.0
0.0,-44.71017,169.12456,-3.08114,0.0256,10.0
0.0,-46.17253,169.00683,-3.04034,0.02987,10.0
0.0,-47.63639,168.82413,-2.99371,0.03317,10.0
0.0,-49.09582,168.56896,-2.9427,0.03556,10.0
0.0,-50.54257,168.23667,-2.8885,0.03742,10.0
0.0,-51.96662,167.82525,-2.83176,0.03914,10.0
0.0,-53.35689,167.33481,-2.7727,0.04101,10.0
0.0,-54.70202,166.76715,-2.71127,0.04321,10.0
0.0,-55.99105,166.12521,-2.6472,0.04582,10.0
0.0,-57.21421,165.41264,-2.58029,0.04875,10.0
0.0,-58.3636,164.63329,-2.5105,0.05174,10.0
0.0,-59.43345,163.79094,-2.43811,0.05449,10.0
0.0,-60.42005,162.88934,-2.36376,0.05664,10.0
0.0,-61.32148,161.93211,-2.28834,0.05788,10.0
0.0,-62.13748,160.9228,-2.213,0.05798,10.0
0.0,-62.8692,159.86486,-2.13902,0.05681,10.0
0.0,-63.51899,158.76164,-2.06766,0.05444,10.0
0.0,-64.09027,157.61638,-2.00007,0.05102,10.0
0.0,-64.58725,156.43224,-1.93716,0.04684,10.0
0.0,-65.01478,155.21225,-1.87955,0.04222,10.0
0.0,-65.37812,153.95931,-1.82758,0.03746,10.0
0.0,-65.68277,152.67625,-1.78127,0.03281,10.0
0.0,-65.93423,151.36572,-1.74043,0.02847,10.0
0.0,-66.13785,150.03029,-1.70466,0.02456,10.0
0.0,-66.29868,148.67238,-1.67351,0.02107,10.0
0.0,-66.42149,147.2943,-1.64655,0.01798,10.0
0.0,-66.51073,145.89823,-1.62335,0.01525,10.0
0.0,-66.57057,144.48622,-1.60353,0.01285,10.0
0.0,-66.60492,143.06022,-1.58674,0.01073,10.0
0.0,-66.61742,141.62206,-1.57267,0.00887,10.0
0.0,-66.61142,140.17347,-1.56104,0.00723,10.0
0.0,-66.59005,138.71605,-1.55158,0.00578,10.0
0.0,-66.55618,137.25132,-1.54408,0.00449,10.0
0.0,-66.51244,135.78069,-1.53833,0.00335,10.0
0.0,-66.46126,134.30545,-1.53414,0.00234,10.0
0.0,-66.4048,132.82683,-1.53135,0.00145,10.0
0.0,-66.34505,131.34594,-1.52979,0.00066,10.0
0.0,-66.28378,129.8638,-1.52934,-4e-05,10.0
0.0,-66.22256,128.38137,-1.52986,-0.00065,10.0
0.0,-66.16278,126.89949,-1.53123,-0.00118,10.0
0.0,-66.10564,125.41893,-1.53333,-0.00165,10.0
0.0,-66.05217,123.94039,-1.53607,-0.00204,10.0
0.0,-66.00326,122.46449,-1.53934,-0.00238,10.0
0.0,-65.9596,120.99176,-1.54305,-0.00265,10.0
0.0,-65.92177,119.52269,-1.5471,-0.00286,10.0
0.0,-65.89018,118.05767,-1.55142,-0.00302,10.0
0.0,-65.86514,116.59704,-1.55591,-0.00313,10.0
0.0,-65.84681,115.14109,-1.56051,-0.00318,10.0
0.0,-65.83525,113.69002,-1.56514,-0.00319,10.0
0.0,-65.83039,112.24401,-1.56973,-0.00315,10.0
0.0,-65.83209,110.80315,-1.57421,-0.00306,10.0
0.0,-65.84011,109.36751,-1.57852,-0.00293,10.0
0.0,-65.8541,107.93708,-1.5826,-0.00277,10.0
0.0,-65.87367,106.51185,-1.5864,-0.00256,10.0
0.0,-65.89834,105.09171,-1.58988,-0.00232,10.0
0.0,-65.92758,103.67656,-1.59297,-0.00205,10.0
0.0,-65.96081,102.26624,-1.59566,-0.00175,10.0
0.0,-65.9974,100.86056,-1.5979,-0.00143,10.0
0.0,-66.03668,99.4593,-1.59967,-0.00109,10.0
0.0,-66.07798,98.06221,-1.60094,-0.00073,10.0
0.0,-66.12057,96.66901,-1.60169,-0.00036,10.0
0.0,-66.16373,95.2794,-1.60192,2e-05,10.0
0.0,-66.20676,93.89307,-1.60163,0.0004,10.0
0.0,-66.24891,92.50969,-1.60081,0.00078,10.0
0.0,-66.2895,91.12891,-1.59947,0.00115,10.0
0.0,-66.32783,89.75036,-1.59764,0.00151,10.0
0.0,-66.36326,88.37367,-1.59533,0.00185,10.0
0.0,-66.39515,86.99848,-1.59257,0.00216,10.0
0.0,-66.42294,85.62441,-1.5894,0.00244,10.0
0.0,-66.4461,84.25108,-1.58587,0.00269,10.0
0.0,-66.46419,82.87812,-1.58202,0.00291,10.0
0.0,-66.4768,81.50515,-1.57791,0.00307,10.0
0.0,-66.48363,80.13183,-1.5736,0.00319,10.0
0.0,-66.48444,78.7578,-1.56916,0.00326,10.0
0.0,-66.47911,77.38272,-1.56467,0.00326,10.0
0.0,-66.4676,76.00629,-1.56021,0.00321,10.0
0.0,-66.45,74.6282,-1.55585,0.0031,10.0
0.0,-66.42647,73.24817,-1.55169,0.00293,10.0
0.0,-66.39733,71.86596,-1.54779,0.00271,10.0
0.0,-66.36294,70.48134,-1.54421,0.00245,10.0
0.0,-66.3238,69.09408,-1.54102,0.00214,10.0
0.0,-66.28043,67.70401,-1.53827,0.00181,10.0
0.0,-66.23346,66.31096,-1.536,0.00145,10.0
0.0,-66.18356,64.91478,-1.53424,0.00107,10.0
0.0,-66.13145,63.51535,-1.53302,0.00067,10.0
0.0,-66.07791,62.11256,-1.53236,0.00026,10.0
0.0,-66.02371,60.70634,-1.53229,-0.00015,10.0
0.0,-65.96969,59.29663,-1.5328,-0.00057,10.0
0.0,-65.91668,57.88339,-1.5339,-0.00098,10.0
0.0,-65.8655,56.4666,-1.53558,-0.00139,10.0
0.0,-65.817,55.04628,-1.53783,-0.00178,10.0
0.0,-65.77199,53.62244,-1.54064,-0.00216,10.0
0.0,-65.73126,52.19513,-1.54399,-0.00252,10.0
0.0,-65.69559,50.76443,-1.54783,-0.00285,10.0
0.0,-65.66569,49.33042,-1.55215,-0.00316,10.0
0.0,-65.64225,47.89322,-1.55689,-0.00344,10.0
0.0,-65.62587,46.45297,-1.56202,-0.00368,10.0
0.0,-65.61712,45.0098,-1.56748,-0.00388,10.0
0.0,-65.61645,43.56391,-1.57322,-0.00405,10.0
0.0,-65.62426,42.11549,-1.57918,-0.00417,10.0
0.0,-65.64084,40.66474,-1.58529,-0.00424,10.0
0.0,-65.66638,39.21193,-1.59147,-0.00426,10.0
0.0,-65.70096,37.75729,-1.59765,-0.00423,10.0
0.0,-65.74453,36.30112,-1.60375,-0.00413,10.0
0.0,-65.79693,34.84372,-1.60967,-0.00398,10.0
0.0,-65.85782,33.3854,-1.61533,-0.00376,10.0
0.0,-65.92676,31.92651,-1.62063,-0.00348,10.0
0.0,-66.00312,30.46742,-1.62545,-0.00311,10.0
0.0,-66.08612,29.00851,-1.62969,-0.00268,10.0
0.0,-66.17479,27.55018,-1.63323,-0.00216,10.0
0.0,-66.268,26.09286,-1.63595,-0.00155,10.0
0.0,-66.36439,24.63701,-1.6377,-0.00084,10.0
0.0,-66.46243,23.18308,-1.63835,-4e-05,10.0
0.0,-66.56036,21.73156,-1.63775,0.00088,10.0
0.0,-66.65622,20.28297,-1.63574,0.00192,10.0
0.0,-66.74779,18.83782,-1.63214,0.00308,10.0
0.0,-66.83264,17.39669,-1.62676,0.00439,10.0
0.0,-66.90808,15.96012,-1.61941,0.00585,10.0
0.0,-66.97116,14.52872,-1.60987,0.00749,10.0
0.0,-67.01869,13.10309,-1.59794,0.00928,10.0
0.0,-67.04722,11.68389,-1.58341,0.01122,10.0
0.0,-67.05317,10.27183,-1.56612,0.0133,10.0
0.0,-67.03278,8.8677,-1.54592,0.01549,10.0
0.0,-66.98221,7.47235,-1.5227,0.01779,10.0
0.0,-66.8976,6.0868,-1.49637,0.02016,10.0
0.0,-66.77507,4.71217,-1.46687,0.02259,10.0
0.0,-66.6108,3.34972,-1.43418,0.02505,10.0
0.0,-66.40104,2.00092,-1.39831,0.02749,10.0
0.0,-66.14223,0.6674,-1.35933,0.02989,10.0
0.0,-65.83094,-0.649,-1.31733,0.03219,10.0
0.0,-65.46401,-1.94618,-1.27244,0.03437,10.0
0.0,-65.03854,-3.22182,-1.22484,0.03638,10.0
0.0,-64.55198,-4.47332,-1.17474,0.0382,10.0
0.0,-64.00211,-5.69781,-1.12235,0.03981,10.0
0.0,-63.38716,-6.89209,-1.06792,0.04119,10.0
0.0,-62.70581,-8.05265,-1.01167,0.04236,10.0
0.0,-61.95724,-9.17562,-0.9538,0.04334,10.0
0.0,-61.1412,-10.25679,-0.8945,0.04418,10.0
0.0,-60.25803,-11.29154,-0.83387,0.04493,10.0
0.0,-59.30873,-12.27487,-0.77196,0.04565,10.0
0.0,-58.29496,-13.20133,-0.70873,0.04643,10.0
0.0,-57.21916,-14.06507,-0.64404,0.04736,10.0
0.0,-56.08451,-14.85975,-0.57766,0.04847,10.0
0.0,-54.895,-15.57878,-0.50948,0.0496,10.0
0.0,-53.65522,-16.21586,-0.43967,0.05047,10.0
0.0,-52.37028,-16.76563,-0.36885,0.05073,10.0
0.0,-51.04561,-17.22439,-0.2981,0.04999,10.0
0.0,-49.68681,-17.59071,-0.22906,0.04786,10.0
0.0,-48.2995,-17.86616,-0.16385,0.04405,10.0
0.0,-46.88914,-18.05585,-0.10482,0.0387,10.0
0.0,-45.46096,-18.16829,-0.05385,0.03232,10.0
0.0,-44.01986,-18.2147,-0.0122,0.02541,10.0
0.0,-42.57031,-18.20817,0.01951,0.01834,10.0
0.0,-41.11632,-18.16285,0.04113,0.01143,10.0
0.0,-39.66132,-18.0932,0.05296,0.0049,10.0
0.0,-38.20811,-18.01312,0.0557,-0.001,10.0
0.0,-36.7588,-17.93521,0.0505,-0.00599,10.0
0.0,-35.31469,-17.8699,0.03898,-0.00971,10.0
0.0,-33.87621,-17.82472,0.02334,-0.0117,10.0
0.0,-32.44289,-17.80343,0.00639,-0.0116,10.0
0.0,-31.0133,-17.8056,-0.00893,-0.00952,10.0
0.0,-29.58533,-17.82693,-0.02006,-0.00583,10.0
0.0,-28.15651,-17.85995,-0.02499,-0.00092,10.0
0.0,-26.72437,-17.8948,-0.0223,0.00476,10.0
0.0,-25.28671,-17.91987,-0.01114,0.01078,10.0
0.0,-23.84203,-17.92263,0.00876,0.01673,10.0
0.0,-22.38978,-17.89026,0.03715,0.02226,10.0
0.0,-20.93075,-17.81044,0.07333,0.02711,10.0
0.0,-19.46739,-17.67206,0.1162,0.03106,10.0
0.0,-18.00415,-17.46594,0.16442,0.03402,10.0
0.0,-16.54776,-17.18551,0.21656,0.03618,10.0
0.0,-15.10714,-16.82704,0.27162,0.03796,10.0
0.0,-13.69277,-16.3893,0.3291,0.0397,10.0
0.0,-12.31591,-15.87299,0.38889,0.04167,10.0
0.0,-10.98791,-15.28036,0.45115,0.04401,10.0
0.0,-9.71943,-14.61463,0.51612,0.04675,10.0
0.0,-8.51969,-13.87954,0.584,0.04974,10.0
0.0,-7.39591,-13.07894,0.6547,0.0527,10.0
0.0,-6.35315,-12.2166,0.72784,0.05529,10.0
0.0,-5.39452,-11.29621,0.80268,0.05718,10.0
0.0,-4.52136,-10.32137,0.87824,0.05807,10.0
0.0,-3.73345,-9.2956,0.9533,0.05776,10.0
0.0,-3.02921,-8.22231,1.02658,0.05618,10.0
0.0,-2.40591,-7.10482,1.09684,0.05343,10.0
0.0,-1.85985,-5.94634,1.163,0.04973,10.0
0.0,-1.38657,-4.74998,1.22424,0.04537,10.0
0.0,-0.98106,-3.51874,1.28002,0.04066,10.0
0.0,-0.63796,-2.2555,1.33012,0.0359,10.0
0.0,-0.35173,-0.96301,1.37459,0.03133,10.0
0.0,-0.26801,-0.52615,1.38821,0.02989,10.0
